,AV_16th_cb2018_z014_u3_2732,AV_50th_cb2018_z014_u3_2732,AV_84th_cb2018_z014_u3_2732,AV_16th_modp020_chabrier_MW_phi0.50_2732,AV_50th_modp020_chabrier_MW_phi0.50_2732,AV_84th_modp020_chabrier_MW_phi0.50_2732,AV_16th_cb2018_z014_u3_816,AV_50th_cb2018_z014_u3_816,AV_84th_cb2018_z014_u3_816,AV_16th_modp020_chabrier_MW_phi0.50_816,AV_50th_modp020_chabrier_MW_phi0.50_816,AV_84th_modp020_chabrier_MW_phi0.50_816
0,0.2354330716170664,0.4237795289107195,0.7062992148511992,0.2598435259867618,0.5433079854918604,0.8031504067048675,0.16480315013194646,0.3531496074255996,0.5179527575575461,0.1653553728183956,0.37795371744721956,0.566930023783952
